skills_verified_count,years_experience,age,commute_time_minutes,shift_preference,salary_expectation,has_certifications,education_level,previous_turnovers,family_status,housing_type,has_transport,retention
5,22.7,57,140,0,75819,0,0,5,1,0,0,0
5,2.5,29,97,0,99381,0,1,0,0,1,0,0
0,8.3,39,75,0,117379,0,0,1,0,3,1,1
1,19.3,54,144,0,120049,0,1,3,2,2,0,0
10,3.6,26,147,1,66302,0,1,1,1,1,0,0
6,5.2,51,62,0,119073,1,2,3,2,2,1,0
4,17.8,47,125,0,83336,0,3,1,0,0,1,1
10,7.2,31,103,1,146857,1,1,2,2,2,0,0
9,7.8,33,149,1,43720,0,1,4,0,0,1,0
0,0.9,22,48,2,56977,0,2,3,0,2,1,0
7,2.5,26,141,0,37259,1,1,2,2,1,1,0
5,9.8,45,64,2,134207,0,1,0,2,3,1,1
2,1.4,29,168,0,142828,1,1,2,1,1,1,0
5,6.7,32,177,2,103968,0,2,1,0,1,0,0
8,2.2,32,55,2,53253,1,3,0,1,0,0,1
2,16.8,45,179,1,126698,1,2,1,3,1,0,0
5,12.0,43,135,0,34890,1,3,2,2,1,0,0
2,6.4,31,90,2,113758,1,2,2,0,1,1,0
1,1.1,26,88,0,62990,0,1,0,0,0,1,0
1,2.5,27,174,2,115579,0,2,0,1,0,1,0
3,15.0,42,45,0,118135,0,1,1,2,1,0,1
10,15.3,46,93,1,85160,0,1,0,0,0,0,0
7,17.4,48,143,0,136362,1,0,1,1,1,1,0
6,4.9,27,151,1,93159,0,3,2,2,1,0,0
4,2.0,27,145,0,35187,0,0,3,0,0,1,0
0,4.7,30,128,2,102224,1,0,4,0,2,1,0
5,17.6,53,50,1,103522,0,1,2,0,0,0,0
9,18.0,52,79,0,98085,0,2,0,1,0,0,0
7,3.9,44,66,0,124285,0,1,2,0,1,1,1
2,0.6,22,144,2,83297,1,0,5,0,1,0,0
6,11.6,55,44,1,65059,0,2,0,0,3,1,1
5,1.2,22,119,2,132336,0,2,1,1,1,0,0
6,27.9,52,38,1,147813,0,1,2,2,3,1,0
8,20.5,53,94,1,53587,1,1,4,0,1,0,0
7,21.1,54,115,1,85999,0,1,0,1,0,0,0
7,15.0,40,10,2,68926,0,0,1,1,0,1,1
10,1.7,26,156,2,66668,0,1,2,1,1,1,0
4,11.8,51,140,2,30447,0,0,5,0,1,1,0
7,10.4,45,88,2,147035,0,2,3,3,1,1,1
7,31.9,60,74,2,113607,1,2,1,1,1,1,1
9,8.1,34,49,2,96125,0,0,4,0,3,1,1
8,0.0,20,138,1,44931,0,3,1,0,0,1,0
4,9.8,40,117,1,109655,0,0,3,0,1,1,0
2,6.6,32,154,1,52390,1,0,2,0,3,1,0
10,21.9,57,162,0,45125,0,2,3,2,2,1,0
0,10.9,39,48,0,113435,0,1,2,1,2,1,1
5,13.1,52,39,1,95265,0,3,3,3,1,0,0
0,9.1,39,178,2,106988,0,0,2,0,1,1,0
5,18.0,48,72,2,38300,0,2,3,1,3,0,1
5,2.2,25,10,1,97604,0,0,3,2,1,1,0
6,2.1,25,35,1,60160,0,1,2,2,1,1,0
3,16.8,42,43,2,55875,0,2,3,0,1,0,1
0,1.5,23,100,0,129648,0,0,1,0,2,0,0
6,16.6,52,29,2,52382,1,3,1,0,1,0,1
4,3.1,32,82,1,85921,0,0,1,0,1,0,0
2,20.2,57,91,0,40919,1,1,1,0,1,1,1
5,5.8,32,68,0,98462,0,2,3,1,1,1,1
2,14.5,58,177,0,64614,0,2,4,0,2,0,0
5,3.9,25,150,1,54336,0,2,4,1,0,1,0
7,1.1,24,68,0,133640,1,1,1,1,1,1,0
2,0.0,23,43,1,37753,1,1,5,2,1,0,0
10,14.4,58,177,1,66770,0,1,2,2,3,0,0
4,10.3,34,131,0,123778,0,2,1,3,2,0,1
0,14.3,43,110,0,59143,1,1,0,2,3,1,0
7,1.9,24,17,2,74882,0,0,0,0,2,0,0
3,6.5,46,179,0,98810,1,1,3,0,3,0,0
7,14.5,44,136,2,97407,0,0,1,0,1,1,0
3,20.2,44,41,2,38751,1,1,1,0,3,1,1
5,8.6,37,46,0,51573,0,0,2,0,2,1,1
10,9.1,31,69,1,138400,1,2,1,0,0,1,1
3,10.8,36,127,2,48858,0,1,3,0,0,1,0
4,7.7,60,66,0,36297,1,2,1,2,2,0,1
9,1.8,23,178,2,117667,0,1,2,0,2,1,0
7,22.4,48,68,0,89698,1,0,1,3,0,1,1
0,11.9,36,22,0,145080,1,3,2,3,1,1,1
8,22.1,54,106,0,93509,0,1,0,0,1,1,1
6,29.4,60,34,0,126269,0,1,1,2,3,0,1
2,10.4,59,131,0,81010,0,3,2,2,1,0,0
5,9.7,40,149,0,33507,0,1,0,2,3,0,1
9,2.9,44,31,2,51224,0,1,1,3,1,0,0
3,2.2,28,161,2,88515,0,3,1,1,0,1,0
0,5.1,45,39,2,126000,0,0,0,2,1,1,0
1,8.6,58,159,2,92359,0,0,2,3,2,0,0
3,11.6,46,117,0,123341,0,1,1,2,1,1,1
2,5.3,38,151,0,131684,0,1,1,1,1,0,0
10,3.1,25,133,2,134311,0,0,5,0,0,0,0
10,2.1,26,135,2,130830,1,1,0,2,1,0,0
3,30.7,60,176,0,50865,0,0,0,2,1,1,1
3,15.3,43,41,0,33982,0,0,4,3,3,1,0
1,5.4,41,51,2,41038,1,1,2,1,1,1,0
6,0.2,20,56,1,71751,0,2,1,0,3,0,0
5,3.2,27,150,2,69958,0,2,2,0,2,1,0
0,14.8,50,32,1,105623,0,1,0,0,1,0,0
4,12.1,43,155,0,147004,0,1,5,1,0,0,0
4,7.8,30,41,1,79385,0,1,2,2,1,0,0
5,19.9,51,45,2,57462,0,1,1,1,0,0,1
1,19.9,56,60,2,89629,1,1,2,0,3,1,1
4,14.4,54,139,0,106193,1,0,1,2,1,1,0
8,14.1,46,163,1,149180,1,1,4,0,1,1,0
0,4.8,36,150,1,67574,0,0,0,0,0,1,0
5,25.5,56,179,2,61314,0,3,0,1,1,0,1
3,2.2,23,142,2,120109,0,0,1,3,3,0,0
6,0.0,20,85,1,38281,0,0,0,1,1,0,0
10,6.9,38,142,0,44661,0,0,2,1,1,1,0
4,16.1,43,92,1,97393,0,1,2,3,0,1,0
3,2.7,35,92,0,119334,0,2,1,3,1,0,0
7,2.2,23,172,0,98986,0,1,2,2,1,1,0
2,3.7,53,121,2,56075,0,3,0,0,3,0,0
3,14.2,41,22,0,117753,0,1,2,0,1,1,1
0,10.2,49,115,0,119114,0,3,5,1,3,0,0
5,14.2,51,105,1,80877,0,3,3,1,0,0,0
8,8.5,39,47,2,73252,1,1,2,0,3,0,1
3,7.0,32,24,1,63969,0,2,0,2,2,1,0
6,7.7,34,51,1,115677,0,2,3,1,2,1,0
1,11.9,40,126,2,97982,0,2,1,2,1,1,0
10,15.4,41,93,0,101765,0,2,5,2,3,0,0
2,1.2,24,174,1,141309,1,1,3,1,1,0,0
2,3.6,26,98,1,59533,0,1,1,1,1,0,0
8,12.8,41,111,0,108316,0,1,4,0,1,0,0
7,28.3,57,23,0,83831,1,1,1,2,3,0,1
1,0.0,23,134,2,57008,0,2,5,1,1,0,0
10,22.2,45,118,1,117641,0,0,1,0,2,0,0
2,23.5,46,60,2,36362,0,3,0,0,1,0,1
3,19.4,47,131,2,73299,0,2,1,2,1,1,1
3,18.1,54,89,1,88548,0,3,1,2,1,0,0
10,4.3,31,129,0,113822,0,2,1,0,1,1,0
7,15.6,47,156,2,50721,1,1,0,0,0,0,1
2,1.1,28,103,1,70550,0,2,3,0,0,1,0
4,8.5,32,170,1,132473,0,0,0,3,1,1,0
5,0.0,21,109,0,80894,1,0,5,1,3,1,0
6,3.4,35,42,2,107020,0,0,2,0,3,1,0
5,6.4,46,57,1,107764,0,3,4,1,1,1,0
3,1.1,23,55,2,75116,1,0,2,3,1,1,1
4,21.9,58,98,2,98419,0,2,3,0,2,1,1
8,1.3,24,15,1,85461,1,1,1,0,1,0,1
5,1.8,31,18,2,73039,0,2,3,2,1,1,1
7,22.8,56,104,1,136183,0,1,0,0,0,0,0
8,23.6,52,100,1,85700,0,0,1,0,3,0,0
7,1.2,25,137,2,93903,0,1,1,3,1,1,0
4,27.5,60,40,0,124013,0,1,1,2,0,0,1
2,19.5,58,83,1,38481,0,1,0,0,0,0,0
0,1.1,21,81,1,40395,0,1,1,1,0,1,0
7,5.2,30,16,2,48360,1,1,4,1,1,1,0
3,7.9,38,167,2,64167,0,1,2,3,1,1,1
1,4.3,29,104,0,110225,1,0,1,0,0,0,0
8,9.4,33,45,1,142028,0,0,1,1,2,1,1
7,19.8,60,115,2,57550,1,1,0,0,0,1,1
0,13.2,50,71,2,81694,0,2,2,1,1,0,0
7,6.2,43,83,0,90178,0,2,1,1,3,0,0
9,18.1,50,179,0,70901,0,0,2,1,3,0,0
8,7.8,44,35,2,41150,0,1,0,0,2,0,1
4,5.8,47,87,0,92284,1,3,3,0,2,0,1
7,6.8,35,142,0,96020,0,1,2,1,2,1,0
7,1.7,24,13,1,52671,1,1,1,1,3,1,1
7,5.5,43,82,0,138584,0,2,0,1,1,0,1
9,0.0,23,167,0,71731,0,2,2,3,3,0,0
7,6.5,35,121,2,76656,0,2,1,1,1,1,0
10,4.2,45,137,1,100994,0,2,2,3,1,0,0
1,6.1,42,155,1,72725,0,2,1,0,2,1,0
6,19.8,56,122,2,89794,0,1,1,0,1,0,0
2,2.6,30,92,2,125246,0,0,0,0,0,0,0
8,8.4,36,82,2,116599,1,1,1,1,1,0,1
9,16.0,47,61,0,138427,0,0,2,2,1,1,1
9,22.9,48,172,0,133925,0,2,0,2,1,0,0
7,10.9,49,102,0,91072,0,2,1,1,1,1,1
0,13.9,55,167,2,53980,1,1,1,1,3,1,0
7,14.0,42,43,1,50804,0,2,3,0,3,1,0
2,33.9,55,124,2,71122,1,2,0,1,1,1,0
4,21.7,58,119,1,53071,0,3,2,1,1,1,0
6,7.1,29,61,2,68265,1,3,2,2,1,1,0
9,5.1,41,63,2,96456,0,2,1,2,2,0,0
9,2.0,43,38,1,123244,0,0,1,0,1,1,1
3,14.4,40,137,1,119454,0,1,4,1,0,0,0
10,11.0,36,46,0,140007,1,1,3,1,2,0,1
6,6.4,33,23,2,89143,0,1,4,1,0,1,0
1,5.9,52,97,1,144052,1,0,1,1,1,1,0
9,1.0,23,143,1,125690,1,1,3,0,3,1,0
3,9.9,38,112,2,32464,1,2,1,0,2,0,1
6,7.8,38,172,0,61918,0,1,3,1,1,0,0
7,4.7,27,131,0,43910,0,2,0,2,1,1,0
10,1.5,21,101,1,111948,0,2,2,2,2,1,0
8,18.5,47,119,1,84519,1,0,2,2,2,0,0
9,20.1,57,129,0,109393,1,0,0,2,2,1,1
9,18.1,47,54,1,142595,1,2,2,0,1,0,1
4,28.8,59,133,2,71772,0,1,2,2,1,0,0
8,19.5,52,163,2,91090,0,1,2,0,2,0,0
5,4.3,29,110,1,117926,0,1,0,3,0,0,0
4,10.3,59,178,2,109583,0,2,2,2,2,1,0
5,14.6,46,113,2,143286,0,2,2,0,2,0,0
2,6.4,58,165,0,66990,0,1,0,2,2,0,0
5,19.6,48,94,1,146741,0,1,3,0,3,1,0
4,12.5,55,32,2,128145,0,1,1,0,3,1,1
7,7.7,33,134,2,120814,1,2,1,0,1,1,1
4,6.4,39,18,1,43151,0,2,2,0,2,0,0
6,19.3,54,95,1,94752,0,1,1,1,3,1,0
3,2.6,24,49,0,47391,0,3,0,2,1,0,1
10,2.2,29,144,0,67640,0,0,0,0,1,1,0
10,8.6,41,164,2,86194,1,3,0,0,0,0,1
7,10.4,40,178,1,37250,0,0,1,0,0,0,1
8,28.0,57,93,2,50560,0,2,3,0,1,1,0
7,0.7,20,123,1,48205,0,2,4,0,2,1,0
9,13.8,53,29,1,76410,0,0,2,0,0,0,0
7,23.1,59,173,2,131200,1,3,0,1,2,1,1
1,14.3,47,30,0,94023,0,3,1,2,2,0,0
8,9.5,41,62,1,58214,0,1,0,3,3,1,0
0,16.1,43,50,0,104964,0,1,0,2,1,1,1
7,9.8,38,50,0,106107,0,2,4,2,1,0,1
4,4.4,31,173,0,94550,0,2,1,0,3,1,0
3,6.9,45,172,1,100249,1,0,4,0,3,1,0
1,7.8,32,150,0,46663,0,2,4,2,0,0,0
10,2.1,30,15,2,124313,0,3,2,0,1,1,0
10,6.4,31,60,1,53922,0,1,1,2,1,0,0
5,5.8,36,159,0,62052,0,3,1,1,1,1,0
0,5.8,38,112,1,129655,0,2,1,0,2,1,0
8,11.5,51,35,2,33253,1,2,0,0,1,0,1
4,14.4,57,41,0,120069,0,1,4,0,1,1,0
2,19.8,49,129,1,49129,1,0,1,2,2,1,0
3,7.2,41,101,1,115079,0,0,2,0,0,1,0
7,12.7,44,132,0,73232,0,1,2,1,0,1,0
2,8.6,29,45,0,67508,1,1,1,2,1,1,1
3,0.0,22,26,2,37433,0,2,0,2,2,1,0
8,24.1,53,164,2,82098,1,3,0,2,2,1,0
6,9.2,43,84,2,50483,1,1,2,1,0,0,1
3,20.8,60,164,0,42040,0,0,1,0,2,1,0
10,7.7,33,87,0,108686,0,2,3,2,1,0,0
1,5.0,35,129,0,69685,0,0,0,1,1,0,0
7,6.4,31,139,1,69745,0,1,0,0,2,1,0
1,25.3,55,34,0,66912,0,0,3,0,2,0,0
3,12.2,42,157,0,71050,0,1,1,1,0,0,0
6,14.1,40,166,2,60117,0,0,1,1,1,1,1
1,24.2,58,119,0,57444,1,3,3,0,3,1,0
4,7.9,30,152,1,51922,0,1,3,1,2,0,0
1,1.3,59,26,1,126167,0,2,2,0,1,0,0
0,13.3,44,36,2,144641,0,1,2,2,0,0,0
8,7.5,29,39,0,57990,0,0,3,0,1,0,1
10,6.5,37,122,2,39355,1,2,1,3,0,0,1
1,1.0,24,103,1,104569,0,1,0,0,0,0,0
6,30.1,52,62,0,98887,0,1,1,0,1,1,1
4,5.0,57,120,1,149471,0,0,1,1,1,1,0
3,0.2,21,72,1,68575,1,2,2,3,0,1,0
9,19.6,44,114,0,83935,1,1,2,0,2,1,0
3,1.9,23,22,1,143240,0,2,3,0,2,1,0
3,15.2,48,108,1,89438,1,1,1,0,2,1,0
10,21.3,50,37,0,39360,0,2,1,3,1,1,1
10,6.9,40,44,2,59144,1,2,3,3,3,0,1
3,7.0,46,180,2,125660,0,0,3,0,1,1,0
3,18.3,41,133,2,116954,0,2,4,3,2,0,0
4,2.0,26,110,0,85147,0,3,5,0,1,1,0
7,7.2,30,155,0,65566,0,3,0,1,2,0,0
5,1.6,25,124,2,71225,0,2,2,1,1,1,0
1,19.4,59,20,2,148875,0,3,3,2,1,1,0
0,26.4,59,140,2,125004,0,3,2,2,0,0,0
3,19.8,51,141,0,112521,1,1,0,1,1,1,1
8,1.3,22,140,2,132537,1,1,4,3,1,1,0
9,4.6,28,87,2,143951,1,2,1,1,2,1,1
4,10.5,47,31,0,149008,0,1,1,0,1,1,0
8,3.5,25,168,1,132111,1,2,1,1,1,1,0
5,6.0,58,123,0,74318,0,2,4,1,2,1,0
3,13.6,49,148,0,33916,0,0,0,2,2,1,0
9,5.5,33,115,2,41007,0,1,1,0,1,0,1
3,15.6,47,27,2,144908,1,2,1,1,0,1,1
5,4.4,40,55,1,101972,1,2,3,0,2,1,1
2,12.1,46,61,0,79487,1,2,0,1,2,0,0
10,8.5,47,120,2,123590,0,3,1,2,1,1,1
5,22.4,60,24,1,135864,0,2,3,1,1,0,0
7,0.6,21,122,0,91599,0,3,1,2,0,0,0
8,9.3,30,112,0,131543,1,0,5,1,3,0,0
10,9.5,44,157,2,57630,1,2,2,1,1,1,1
8,5.4,32,17,2,95918,0,1,1,1,0,1,1
8,3.3,33,143,2,107878,0,3,5,1,1,0,0
1,1.6,41,125,2,54143,0,1,0,0,3,0,0
1,1.8,28,84,1,99676,0,1,0,0,3,1,0
9,4.7,28,110,1,136102,0,1,0,1,1,0,0
6,7.3,35,131,2,140811,1,0,1,2,3,1,0
5,3.4,27,56,2,77867,0,1,1,2,2,1,1
8,20.5,44,170,2,139491,0,1,3,1,3,1,0
4,19.9,54,18,2,101976,0,1,3,0,1,0,1
2,7.4,41,166,0,103415,1,2,0,2,0,1,0
5,5.9,46,40,0,87954,1,0,4,2,3,1,1
0,0.0,20,40,2,49606,0,1,1,2,1,0,0
2,1.8,37,11,2,72003,0,3,1,0,0,1,1
1,12.7,60,34,0,71667,1,1,1,2,0,1,1
8,4.5,33,129,1,75899,0,1,0,2,1,1,1
7,9.9,47,103,1,135795,0,2,2,1,1,1,0
8,13.1,42,150,0,126081,1,0,1,1,1,0,0
8,10.5,57,87,2,103160,0,1,5,0,2,1,0
10,4.3,28,150,1,30186,0,0,2,1,1,1,0
3,27.2,58,161,1,36054,0,2,2,1,1,0,0
9,10.3,38,127,2,145058,1,2,0,2,1,0,1
4,19.3,55,56,2,94028,0,3,1,2,2,1,1
6,0.1,25,32,2,45287,0,1,2,3,1,1,0
3,4.8,27,77,0,57194,1,1,0,2,2,1,0
2,10.4,32,57,2,73420,0,3,1,3,3,1,0
2,18.5,56,123,1,144315,1,3,2,1,3,1,0
7,30.7,58,105,1,47757,0,3,0,0,2,0,0
3,33.2,60,64,2,115093,0,1,2,2,3,1,1
2,24.2,57,33,1,53782,0,0,3,1,3,0,0
0,7.9,30,128,0,90725,1,3,1,1,1,0,0
6,22.1,50,168,2,30747,0,3,5,2,1,0,0
10,0.0,20,85,2,58795,0,1,0,3,1,0,1
3,15.0,57,87,1,86807,0,1,2,1,1,0,0
7,20.3,51,35,0,145811,0,0,0,1,1,1,1
8,10.1,43,124,1,102411,0,3,2,0,1,1,0
3,19.2,54,22,1,144784,0,0,1,3,0,1,0
9,7.0,39,122,1,132298,0,0,0,2,0,0,0
3,14.9,39,77,0,132560,1,1,1,0,1,0,0
0,7.8,55,103,0,140642,0,3,0,1,1,0,0
7,6.4,31,99,0,109369,0,3,4,0,2,1,0
7,5.0,30,101,2,103450,0,0,0,1,1,0,0
5,3.3,26,56,0,140395,0,1,4,0,1,0,1
3,21.0,48,54,1,110037,0,1,2,2,1,0,1
10,17.1,56,18,0,60489,0,2,0,0,3,0,1
5,9.6,32,53,2,76866,0,1,3,0,2,0,0
10,12.4,48,162,0,89014,1,1,2,1,2,0,0
5,4.8,30,107,1,64636,1,1,0,3,1,1,1
0,10.1,37,76,2,42970,0,1,0,0,0,0,0
4,0.8,26,68,2,82537,0,1,3,0,1,0,0
5,17.8,59,153,0,56104,0,3,2,3,1,0,0
3,4.8,31,92,1,127175,0,0,1,2,3,0,0
6,12.5,52,103,2,32279,0,0,4,2,0,0,0
4,0.3,21,73,0,94724,0,1,1,2,3,1,0
8,7.5,33,176,2,125823,0,3,0,1,0,1,1
1,3.9,29,82,1,58378,1,3,1,2,1,0,0
5,11.3,44,163,2,89893,1,1,1,0,1,1,1
1,5.0,42,109,1,131178,0,0,1,1,2,1,0
9,14.0,54,47,2,94679,0,1,1,0,1,1,1
4,0.0,20,145,2,96294,0,2,3,3,0,0,0
10,30.8,57,163,1,82663,1,3,1,2,1,0,0
5,8.9,56,89,2,83113,0,0,5,0,1,1,0
2,11.7,51,68,2,92246,1,3,2,0,2,0,0
7,5.4,26,100,1,77148,0,3,3,0,1,1,0
1,9.3,41,67,0,74565,1,3,0,2,1,1,0
3,14.1,43,36,0,36548,0,2,2,0,3,1,1
8,7.9,38,163,2,107817,0,3,0,2,1,1,0
9,3.7,48,121,2,90811,0,3,2,2,0,0,0
5,6.2,56,91,2,97148,1,1,5,3,3,0,0
9,16.5,45,26,2,68329,0,0,0,1,1,1,1
3,7.7,40,128,1,77701,0,1,0,2,2,1,0
1,10.5,33,134,0,108110,1,3,4,2,3,0,0
6,6.2,32,153,0,85989,0,1,1,0,1,1,0
1,28.1,55,164,0,149750,0,2,1,0,1,0,0
6,15.7,56,32,0,58013,0,2,3,2,1,1,1
1,16.2,46,79,2,113888,1,2,3,0,0,0,0
9,4.0,31,113,1,90845,0,2,0,1,1,0,0
6,19.1,59,148,2,67295,0,1,4,0,3,0,0
6,26.0,52,63,1,112849,0,1,0,2,1,1,0
7,13.1,45,61,2,55459,0,1,5,1,2,0,1
2,17.7,55,57,1,109003,0,1,0,1,2,0,0
10,0.5,22,130,2,145637,0,3,4,2,1,0,0
1,8.0,45,135,1,71276,0,1,0,1,2,0,0
4,10.7,41,106,1,86615,0,2,2,2,1,1,0
4,15.2,53,42,0,74540,0,1,2,2,1,1,1
10,19.8,51,137,0,129002,0,0,0,1,1,1,0
1,7.7,48,124,2,143596,0,3,1,0,0,0,0
7,11.2,58,28,0,42009,1,2,1,2,0,0,1
6,8.5,35,67,2,145591,1,3,0,2,1,1,1
10,3.0,26,177,2,136364,0,1,2,0,3,1,0
5,15.9,47,82,0,65500,0,1,1,2,1,1,1
3,0.0,21,81,2,38294,0,0,1,0,0,1,0
0,12.7,35,114,0,136102,0,3,0,0,1,1,0
2,9.8,46,122,0,78110,1,2,1,2,1,0,0
8,16.0,40,53,2,49212,0,1,4,0,2,0,1
3,6.1,48,35,0,83374,0,2,0,2,3,1,1
5,3.0,43,52,2,122458,0,1,1,0,1,1,0
10,3.3,60,73,2,134440,0,0,1,2,0,1,0
3,10.5,38,14,2,93739,1,2,3,1,1,1,1
10,6.3,45,49,2,113450,0,1,1,0,1,0,1
4,19.6,47,35,0,41712,0,1,2,1,1,0,0
10,1.2,22,110,2,90071,0,1,3,1,0,1,1
4,19.9,52,17,1,112751,0,1,1,2,0,0,0
0,0.0,21,74,2,100104,0,1,0,2,0,0,0
2,15.0,51,159,1,75500,0,1,4,0,0,0,0
0,13.3,51,19,0,79246,0,3,2,0,1,0,1
1,21.6,50,52,0,115368,1,2,1,2,0,1,1
1,8.1,39,108,1,101256,0,1,5,0,1,1,0
0,19.7,47,139,2,67944,0,2,3,2,1,0,0
7,4.4,34,155,2,60508,0,1,0,0,1,0,0
3,13.7,54,162,1,84345,1,0,3,0,1,1,0
10,6.6,54,19,0,117961,0,1,3,0,0,0,1
6,3.4,47,85,0,125761,0,1,3,2,0,1,0
5,5.5,32,125,2,30279,0,0,4,0,1,1,0
0,14.8,57,178,0,38065,1,2,0,1,1,0,0
1,14.0,34,166,2,114763,1,2,1,0,1,0,0
8,9.9,51,165,0,107793,1,3,4,1,1,0,0
4,3.5,25,149,0,102451,1,1,1,2,3,0,0
0,0.9,35,21,0,131001,0,3,0,0,1,1,0
1,8.3,47,169,0,75911,0,2,1,2,2,1,0
10,5.4,32,79,1,105898,0,2,0,2,1,1,0
10,8.5,37,156,1,138432,1,1,1,0,1,1,1
9,30.2,57,143,0,135169,0,2,2,0,3,1,0
5,10.8,43,15,2,135434,1,1,4,1,0,0,1
0,0.0,20,169,1,33147,0,1,0,2,0,0,0
10,11.1,35,41,2,50457,0,1,2,0,1,1,1
6,23.3,55,157,0,146881,1,1,1,2,1,1,0
7,5.5,45,94,0,131867,1,1,5,2,1,1,0
9,8.1,32,180,0,34759,1,1,4,1,1,1,0
0,3.5,27,165,1,37689,1,2,1,1,0,1,0
4,20.1,52,140,0,115898,1,1,1,2,0,1,0
9,4.3,26,89,2,106978,0,1,1,1,2,0,0
4,5.2,33,65,2,47490,1,3,1,0,1,0,0
10,17.8,55,168,2,111712,1,1,0,2,3,1,1
6,14.6,51,169,1,143572,1,1,1,2,1,1,0
0,17.1,51,34,0,108852,0,0,1,0,2,1,0
3,2.2,29,63,2,132259,1,1,2,1,1,0,0
8,12.5,47,177,0,87774,1,3,1,0,0,1,1
1,12.6,40,70,0,92343,1,1,3,1,1,0,0
4,10.7,37,84,0,132553,0,1,2,0,1,1,0
2,23.4,56,152,2,56549,1,2,2,0,1,1,0
0,8.2,39,178,2,106958,1,1,0,1,2,0,0
4,8.3,48,20,0,140370,1,3,5,0,1,0,1
8,29.9,53,168,1,145966,0,2,2,0,3,1,0
4,4.1,26,91,0,144196,0,1,3,0,1,0,0
4,5.2,31,51,2,89362,0,1,3,2,3,0,0
6,3.9,31,12,1,71444,1,2,2,2,0,0,0
0,15.9,58,25,2,92846,1,1,2,2,1,1,1
4,19.1,47,100,2,38919,0,3,1,0,2,1,1
3,1.6,20,38,0,32583,0,2,1,1,1,1,1
0,4.6,39,140,2,50258,0,2,0,2,1,0,0
9,4.1,32,141,0,132653,0,2,5,1,1,0,0
10,17.9,50,99,2,72086,0,2,2,1,1,1,1
5,8.9,36,10,2,78354,1,1,3,2,1,0,0
6,0.5,22,176,1,138765,1,2,5,2,1,1,0
7,3.4,42,38,2,40129,0,3,1,0,3,1,1
4,0.0,20,38,1,79488,0,1,3,1,0,1,1
9,12.7,54,43,2,58051,1,2,1,0,1,0,1
6,10.1,36,24,2,60647,0,1,0,3,1,1,1
4,11.9,42,146,1,142866,0,0,2,3,1,0,0
5,11.9,41,70,2,72322,0,2,0,1,0,1,1
7,1.2,21,81,1,62208,0,1,2,0,1,1,0
2,10.7,40,102,2,82479,0,1,2,3,0,0,0
4,0.6,23,81,1,109777,1,1,3,0,1,0,0
5,24.8,50,53,2,32404,0,1,2,2,1,0,1
6,29.6,58,97,1,111145,0,1,1,3,1,1,0
8,1.1,30,74,1,105001,0,1,4,2,1,1,0
0,5.5,43,68,1,86415,1,1,2,1,2,1,1
7,8.6,33,67,1,79067,1,0,1,1,2,1,0
10,1.7,27,94,1,96838,0,1,0,1,3,1,0
3,12.8,44,49,1,101963,1,2,3,2,1,0,0
8,10.0,37,38,2,105526,0,2,1,2,3,0,1
2,24.4,52,148,2,106721,0,0,0,0,0,0,0
7,0.0,22,40,0,113802,0,0,0,0,1,1,0
9,13.4,46,152,2,46165,1,1,0,0,2,1,1
10,0.0,22,29,1,110056,0,3,3,0,0,1,0
8,12.5,44,129,0,142989,1,2,2,0,0,1,0
5,3.5,26,165,1,128527,0,0,2,1,1,1,1
3,11.8,39,34,1,123773,1,2,0,2,1,1,0
10,0.6,27,81,2,91884,0,0,0,1,0,1,1
5,1.7,31,113,0,66809,0,0,1,2,1,0,0
3,0.0,21,23,2,74750,0,2,0,0,0,0,0
0,14.9,54,17,0,50655,0,0,3,1,2,0,0
4,7.1,32,28,2,110174,1,1,2,2,1,0,0
1,14.7,50,175,2,32820,0,2,2,2,3,0,0
0,1.8,27,56,0,37366,1,1,0,1,1,1,0
8,2.7,27,17,2,50251,0,0,1,3,0,1,1
9,1.2,26,57,2,109224,0,1,2,0,0,1,0
4,6.8,41,49,0,41783,0,1,1,1,0,1,1
3,4.5,32,96,2,36130,0,3,2,2,0,0,0
4,13.1,59,173,2,110653,0,1,4,0,2,0,0
10,11.4,50,54,2,140705,0,1,0,1,0,0,0
2,22.6,60,82,0,77620,0,0,1,2,2,0,0
4,6.3,45,173,0,49619,1,2,2,3,0,0,0
6,22.8,58,67,1,75789,1,1,1,0,0,0,1
7,26.5,56,125,2,120451,1,1,1,1,3,0,0
8,0.0,20,93,1,111812,0,2,0,0,0,0,0
9,14.3,42,156,2,118266,0,3,2,2,0,1,0
2,17.6,40,159,1,127237,1,2,0,1,1,1,0
6,16.1,44,74,2,34291,1,3,3,1,0,1,0
4,9.2,36,176,0,58408,1,2,1,3,0,1,1
1,0.0,20,132,2,107518,0,0,1,0,1,0,0
8,6.1,29,79,0,128375,0,3,0,3,3,0,1
9,0.0,21,37,2,142292,1,0,1,1,0,0,0
6,0.0,20,67,0,64125,1,1,2,0,3,1,0
2,25.5,50,78,1,32755,0,2,1,0,1,0,0
3,14.2,44,108,1,100645,1,0,0,2,1,1,0
10,6.1,30,123,1,65165,0,3,1,0,1,1,0
2,22.6,48,80,2,96681,1,1,0,1,1,1,0
9,5.9,51,55,1,92638,0,0,2,2,1,1,0
6,24.7,59,20,2,35152,1,1,4,2,2,0,0
6,16.8,48,17,2,120599,1,1,1,0,0,1,1
4,12.5,42,47,0,30543,0,2,1,0,1,0,1
